Contrato;ProcessoContrato;AssinaturaContrato;ObjetoContrato;FavorecidoContrato;CPF/CNPJContrato;SituaçãoContrato;ValorContrato
000040/2019;005790/2018;14/02/2019;Contratacao de empresa para realizacao de servicos de inspecao nos veiculos destinados ao transporte escolar para o exercicio de 2019.;NILUHE - Inspecao Veicular Ltda - ME;19.887.037/0001-01;TERMINO DE PRAZO;4000
000039/2019;005790/2018;14/02/2019;Contratacao de empresa para realizacao de servicos de inspecao nos veiculos destinados ao transporte escolar para o exercicio de 2019.;H. M Acessorios Ltda ME;24.287.090/0001-01;TERMINO DE PRAZO;3330
000038/2019;005790/2018;14/02/2019;Contratacao de empresa para realizacao de servicos de inspecao nos veiculos destinados ao transporte escolar para o exercicio de 2019.;Vitran Engenharia Lta ME;05.465.979/0002-78;TERMINO DE PRAZO;4158
000037/2019;001399/2018;13/02/2019;CONTRATACAO ESTIMADA DE SERVICOS DE MANUTENCAO DE VEICULOS E GUINCHO VISANDO O ATENDIMENTO DAS NECESSIDADES PROVENIENTES DA FROTA DE VEICULOS DESTE MUNICIPIO;Tracvel Autocenter Ltda-ME;13.134.431/0001-92;TERMINO DE PRAZO;2260,36
000036/2019;001399/2018;13/02/2019;CONTRATACAO ESTIMADA DE SERVICOS DE MANUTENCAO DE VEICULOS E GUINCHO VISANDO O ATENDIMENTO DAS NECESSIDADES PROVENIENTES DA FROTA DE VEICULOS DESTE MUNICIPIO;Johny L. Goncalves - ME;07.714.364/0001-82;TERMINO DE PRAZO;1495
000035/2019;000058/2019;13/02/2019;Aquisicao de onibus escolar rural para atendimento ao transporte escolar de alunos deste Municipio, em regime compartilhado, em substituicao aos veiculos leiloados, atraves de adesao como carona a ata de registro de preco nº08-18, do FNDE, oriundo do Preg;Marcopolo SA;88.611.835/0008-03;TERMINO DE PRAZO;543000
000034/2019;005237/2018;05/02/2019;CONTRATACAO DE EMPRESA PARA RECAUCHUTAMENTO DE PNEUS PARA ATENDIMENTO DAS DEMANDAS PROVENIENTES DAS SECRETARIAS MUNICIPAIS.;Albatroz Pneus e Servicos Eireli - ME;25.450.715/0001-77;TERMINO DE PRAZO;18110
000033/2019;005959/2018;04/02/2019;Contratacao de empresa para realizacao de servico de capotaria em carater emergencial, para manutencao dos veiculos da Secretaria Municipal de Educacao.;L.C. De Oliveira Simoes - Me;10.564.955/0001-25;TERMINO DE PRAZO;4550
000032/2019;005133/2018;04/02/2019;CONTRATACAO DE EMPRESA PARA AQUISICAO DE PELICULAS DE CONTROLE SOLAR(FILME PROTECAO)   ARQUITETONICO G5, INCLUINDO APLICACAO EM TERMO DE CONTRATO FIRMADO NA SEDE DA PREFEITURA MUNICIPAL DE JERONIMO MONTEIRO-ES, QUE ENTRE SI FAZEM, DE UM LADO O MUNICIPIO D;Jose Renato Goncalves 02751446744;31.997.914/0001-00;TERMINO DE PRAZO;2757,82
000031/2019;005133/2018;04/02/2019;Aquisicao de pelicula de controle solar (filme de protecao) - Arquitetonico g5, incluindo aplicacao em portas, janelas e basculas da Secretaria Municipal de Educacao, Secretaria Municipal de Desenvolvimento Rural e Fundo Municipal de Saude.;Jose Renato Goncalves 02751446744;31.997.914/0001-00;TERMINO DE PRAZO;7397,61
000030/2019;005237/2018;30/01/2019;CONTRATACAO DE EMPRESA PARA RECAUCHUTAMENTO DE PNEUS PARA ATENDIMENTO DAS DEMANDAS PROVENIENTES DAS SECRETARIAS MUNICIPAIS.;Renova Tracao Recapagem Ltda;22.317.892/0001-91;TERMINO DE PRAZO;12936
000029/2019;005922/2018;29/01/2019;CONTRATACAO DE EMPRESA PARA A PRESTACAO DE SERVICOS DE DIVULGACAO EM CARRO DE SOM PARA DIVULGACAO DAS ACOES DESENVOLVIDAS PELAS SECRETARIAS MUNICIPAIS E SEUS RESPECTIVOS SETORES NO EXERCICIO DE 2019;Jose Francisco Candido da Costa;17.469.506/0001-47;TERMINO DE PRAZO;6500
000028/2019;005922/2018;29/01/2019;CONTRATACAO DE EMPRESA PARA A PRESTACAO DE SERVICOS DE DIVULGACAO EM CARRO DE SOM PARA DIVULGACAO DAS ACOES DESENVOLVIDAS PELAS SECRETARIAS MUNICIPAIS E SEUS RESPECTIVOS SETORES NO EXERCICIO DE 2019;Jose Francisco Candido da Costa;17.469.506/0001-47;TERMINO DE PRAZO;4550
000027/2019;003661/2018;28/01/2019;AQUISICAO DE INSETICIDAS A SEREM UTILIZADOS EM ATIVIDADES REALIZADAS PELA VIGILANCIA DE SAUDE OBJETIVANDO A ELIMINACAO DE MOSQUITOS E INSETOS NESTE MUNICIPIO, TENDO EM VISTA O TRABALHO ANUAL REALIZADO PELA MENCIONADA EQUIPE;Agropaulos Produtos Agropecuarios Ltda;21.600.569/0001-68;TERMINO DE PRAZO;75637
000026/2019;000148/2019;24/01/2019;CONTRATACAO DE EMPRESA FORNECEDORA DE PECAS, ACESSORIOS E MATERIAIS ORIGINAIS OU PARALELAS DE 1º LINHA, PARA OS VEICULOS PERTENCENTES A FROTA DESTE MUNICIPIO.;Antonio Auto Pecas Ltda;27.340.074/0005-57;TERMINO DE PRAZO;6000
000025/2019;000149/2019;24/01/2019;CONTRATACAO DE EMPRESA FORNECEDORA DE PECAS, ACESSORIOS E MATERIAIS ORIGINAIS OU PARALELAS DE 1º LINHA, PARA OS VEICULOS PERTENCENTES A FROTA DESTE MUNICIPIO.;MBS Tratores e Pecas Eireli EPP;03.793.468/0001-79;TERMINO DE PRAZO;15000
000024/2019;005255/2018;23/01/2019;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA PRESTACAO DE SERVICO DE SEGURO NOS VEICULOS RECENTEMENTE ADQUIRIDOS PELAS SECRETARIAS MUNICIPAIS;Porto Seguro Cia de Seguros Gerais;61.198.164/0001-60;Vigente;3219
000023/2019;001399/2018;23/01/2019;CONTRATACAO ESTIMADA DE SERVICOS DE MANUTENCAO DE VEICULOS E GUINCHO VISANDO O ATENDIMENTO DAS NECESSIDADES PROVENIENTES DA FROTA DE VEICULOS DESTE MUNICIPIO;Johny L. Goncalves - ME;07.714.364/0001-82;TERMINO DE PRAZO;5580
000022/2019;000089/2019;23/01/2019;CONTRATACAO DE EMPRESA FORNECEDORA DE PECAS, ACESSORIOS E MATERIAIS ORIGINAIS OU PARALELAS DE 1º LINHA, PARA OS VEICULOS PERTENCENTES A FROTA DESTE MUNICIPIO, conforme especificacoes contidas no Edital de Pregao Presencial nº 000037/2018;Auto Mecanica Andrade Ltda-ME;14.583.473/0001-73;TERMINO DE PRAZO;12000
000021/2019;001399/2018;22/01/2019;CONTRATACAO ESTIMADA DE SERVICOS DE MANUTENCAO DE VEICULOS E GUINCHO VISANDO O ATENDIMENTO DAS NECESSIDADES PROVENIENTES DA FROTA DE VEICULOS DESTE MUNICIPIO;Tracvel Autocenter Ltda-ME;13.134.431/0001-92;TERMINO DE PRAZO;12277,3
000020/2019;000125/2019;22/01/2019;CONTRATACAO DE EMPRESA FORNECEDORA DE PECAS, ACESSORIOS E MATERIAIS ORIGINAIS OU PARALELEAS DE 1° LINHA, PARA OS VEICULOS PERTENCENTES A FROTA DESTE MUNICIPIO.;Tracvel Autocenter Ltda-ME;13.134.431/0001-92;TERMINO DE PRAZO;40000
000019/2019;005690/2018;17/01/2019;AQUISICAO ESTIMADA DE COMBUSTIVEIS DIVERSOS PARA ATENDIMENTO AS ATIVIDADES REALIZADAS PELAS SECRETARIAS MUNICIPAIS;Posto Sete Irmaos Ltda ME;03.619.662/0001-32;TERMINO DE PRAZO;871006
000018/2019;005690/2018;17/01/2019;AQUISICAO ESTIMADA DE COMBUSTIVEIS DIVERSOS PARA ATENDIMENTO AS ATIVIDADES REALIZADAS PELAS SECRETARIAS MUNICIPAIS;Posto Sete Irmaos Ltda ME;03.619.662/0001-32;TERMINO DE PRAZO;300350
000017/2019;004214/2017;15/01/2019;AQUISICAO DE TONERS ORIGINAIS, PARA ATENDER AS NECESSIDADES  DAS SECRETARIAS MUNICIPAIS, NO PERIODO DE 12 MESES.;Cibox Comercio e Servicos LTDA EPP;02.906.841/0001-98;TERMINO DE PRAZO;2709
000016/2019;004214/2017;15/01/2019;AQUISICAO DE TONERS ORIGINAIS, PARA ATENDER AS NECESSIDADES  DAS SECRETARIAS MUNICIPAIS, NO PERIODO DE 12 MESES.;Joao Batista de Miranda Informatica EPP;30.977.698/0001-60;TERMINO DE PRAZO;4378
000015/2019;005315/2018;15/01/2019;CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS FUNERAIS, DESTINADO A PESSOAS CARENTES DO MUNICIPIO, INCLUINDO FORNECIMENTO DE URNA MORTUARIA E TRANSLADO (QUANDO NECESSARIO);Comercial Cantinho da Paz Ltda ME;05.410.392/0001-80;TERMINO DE PRAZO;16835
000014/2019;001697/2018;15/01/2019;CONTRATACAO DE EMPRESAS ESPECIALIZADAS PARA REALIZACAO DE OFICINAS PARA O SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS - CRAS;Ana Paula Vieira Furrigo 01551986108;15.784.588/0001-99;Vigente;104045
000013/2019;005418/2018;15/01/2019;Contratacao de empresa especializada para instalacao de rede  de protecao em Nylon na quadra poliesportiva da EMEF Andre Altoe, localizada na Rua Julio Raymundo Barbosa, no Bairro Parada Cristal, considerando que a protecao existente para que as bolas nao;Fardin Esportes LTDA-MEE;05.552.207/0001-92;TERMINO DE PRAZO;1242,45
000012/2019;004789/2018;15/01/2019;Aquisicao de brinquedos infantis a serem instalados nas escolas CMEI Sonho de Viver e CMEI Diva Saviatto Duarte, objetivando a melhoria no processo educativo desta modalidade de ensino.;S. R. DA SILVA LIVROS;12.363.679/0001-62;TERMINO DE PRAZO;7762
000011/2019;001399/2018;13/01/2019;CONTRATACAO ESTIMADA DE SERVICOS DE MANUTENCAO DE VEICULOS E GUINCHO VISANDO O ATENDIMENTO DAS NECESSIDADES PROVENIENTES DA FROTA DE VEICULOS DESTE MUNICIPIO;Johny L. Goncalves - ME;07.714.364/0001-82;Termino de Prazo;8269
000010/2019;005745/2017;13/01/2019;AQUISICAO ESTIMADA DE MATERIAIS DE LIMPEZA PARA ATENDER AS NECESSIDADES DAS SECRETARIAS MUNICIPAIS E SUAS REPARTICOES NO EXERCICIO DE 2018.;RFL Comercial Ltda;01.260.374/0001-09;TERMINO DE PRAZO;1618,9
000009/2019;005745/2017;13/01/2019;AQUISICAO ESTIMADA DE MATERIAIS DE LIMPEZA PARA ATENDER AS NECESSIDADES DAS SECRETARIAS MUNICIPAIS E SUAS REPARTICOES NO EXERCICIO DE 2018.;Premium Comercio e Servicos Ltda EPP;97.530.106/0001-39;TERMINO DE PRAZO;709,8
000008/2019;005745/2017;13/01/2019;AQUISICAO ESTIMADA DE MATERIAIS DE LIMPEZA PARA ATENDER AS NECESSIDADES DAS SECRETARIAS MUNICIPAIS E SUAS REPARTICOES NO EXERCICIO DE 2018.;M.G de Oliveira Milhorato - ME;02.396.150/0001-91;TERMINO DE PRAZO;1531,75
000007/2019;005745/2017;13/01/2019;AQUISICAO ESTIMADA DE MATERIAIS DE LIMPEZA PARA ATENDER AS NECESSIDADES DAS SECRETARIAS MUNICIPAIS E SUAS REPARTICOES NO EXERCICIO DE 2018.;JM Mercher Comercial DU REI ME.;15.112.495/0001-18;TERMINO DE PRAZO;390
000006/2019;005883/2018;09/01/2019;Locacao de imovel comercial para atendimento a demanda e acomodacao da Agencia Nosso Credito - Banestes S/A, considerando que esta municipalidade nao possui local que atenda a demanda devido a localizacao  do imovel em questao, que por sua vez se encontra;POSTO RESENDE DE BOM JESUS LTDA-ME;03.328.149/0001-92;Vigente;7383
000005/2019;006009/2018;02/01/2019;Contratacao emergencial de empresa para fornecimento de urnas mortuarias, para eventuais atendimentos a familias carentes do Municipio, apenas no mes de janeiro de 2019, considerando os vencimentos dos contratos no dia 31-12-2018 e a abertura para o novo;Dalton Funerarios Eireli ME;17.633.740/0001-68;TERMINO DE PRAZO;1220,6
000004/2019;006009/2018;02/01/2019;Contratacao emergencial de empresa para fornecimento de urnas mortuarias, para eventuais atendimentos a familias carentes do Municipio, apenas no mes de janeiro de 2019, considerando os vencimentos dos contratos no dia 31-12-2018 e a abertura para o novo;Comercial Cantinho da Paz Ltda ME;05.410.392/0001-80;TERMINO DE PRAZO;3390
000003/2019;005925/2018;02/01/2019;O presente instrumento tem por objeto ratear as despesas do CONSORCIO entre os Entes CONSORCIADOS nos termos do art. 8º da Lei n.º 11.107/05, e, com base na Resolucao Orcamentaria aprovada pela Assembleia Geral, tendo por fim o efetivo funcionamento da se;consorcio publico da regiao do polo sul;02.722.566/0001-52;TERMINO DE PRAZO;250000
000002/2019;005730/2018;01/01/2019;Contratacao de empresa especializada em fornecimento de passagens intermunicipais de acordo com a Lei Municipal 1.488/13, art.8º para atendimento as familias de adolescentes que estao cumprindo medidas socioeducativas privativas de liberdade, que estao em;Viacao Real Ita Ltda;27.177.468/0001-02;TERMINO DE PRAZO;1065
000001/2019;003907/2018;01/01/2019;CONTRATACAO DE EMPRESA PARA REALIZACAO DE PEQUENAS OBRAS DE REFORMAS NO CMEI DIVA SAVIATTO DUARTE, EMEF PAULO PEREIRA GOMES, EMEF NICOLAU BORGES E EMEF ANDRE ALTOE, PERTENCENTES A ESTE MUNICIPIO.;E L A Costrutora Eireli ME;24.604.292/0001-30;TERMINO DE PRAZO;40586,86
000317/2018;005953/2018;27/12/2018;Contrato emergencial de combustivel gasolina comum e diesel S10, para que nao ocorra interrupcao nos servicos de transporte de pacientes do Municipio.;Posto Sete Irmaos Ltda ME;03.619.662/0001-32;Rescisao;29040
000316/2018;006010/2018;27/12/2018;Contratacao emergencial de estimada de 1000 km de translado para atender as familias carentes do Municipio, considerando encerramento do contrato e a abertura de nova licitacao esta prevista para o dia  09-01-2019.;Dalton Funerarios Eireli ME;17.633.740/0001-68;TERMINO DE PRAZO;1520
000315/2018;003974/2018;26/12/2018;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA PRESTACAO DE SERVICOS DE PAVIMENTACAO EM VIAS URBANAS DO MUNICIPIO DE JERONIMO MONTEIRO-ES.;L.M. Construtora Ltda EPP;09.108.306/0001-30;TERMINO DE PRAZO;52582,78
000314/2018;005609/2017;25/12/2018;AQUISICAO ESTIMADA DE COMBUSTIVEIS DIVERSOS E ADITIVO ARLA 32 PARA ATENDIMENTO AS ATIVIDADES REALIZADAS PELA SECRETARIA MUNICIPAL POR UM PERIODO DE 12 MESES.;Posto Sete Irmaos Ltda ME;03.619.662/0001-32;TERMINO DE PRAZO;47354
000313/2018;006000/2018;25/12/2018;CONTRATACAO DE EMPRESA FORNECEDORA DE PECAS, ACESSORIOS E MATERIAIS ORIGINAIS OU PARALELAS DE 1º LINHA, PARA OS VEICULOS PERTENCENTES A FROTA DESTE MUNICIPIO.;Antonio Auto Pecas Ltda;27.340.074/0005-57;TERMINO DE PRAZO;25000
000312/2018;005998/2018;25/12/2018;CONTRATACAO DE EMPRESA FORNECEDORA DE PECAS, ACESSORIOS E MATERIAIS ORIGINAIS OU PARALELAS DE 1º LINHA, PARA OS VEICULOS PERTENCENTES A FROTA DESTE MUNICIPIO, conforme especificacoes contidas no Edital de Pregao Presencial nº 000037/2018;Auto Mecanica Andrade Ltda-ME;14.583.473/0001-73;TERMINO DE PRAZO;7000
000311/2018;004899/2018;17/12/2018;Contratacao de empresa para realizacao de servicos de plotagem de projetos de arquitetura e engenharia.;Print Mark Artes Graficas LTDA;04.959.306/0001-20;TERMINO DE PRAZO;2301
000310/2018;004899/2018;17/12/2018;Contratacao de empresa para realizacao de servicos de plotagem de projetos de arquitetura e engenharia.;Marco A. R. Almeida EIRELI;14.381.173/0001-01;TERMINO DE PRAZO;540
000309/2018;001399/2018;13/12/2018;CONTRATACAO ESTIMADA DE SERVICOS DE MANUTENCAO DE VEICULOS E GUINCHO VISANDO O ATENDIMENTO DAS NECESSIDADES PROVENIENTES DA FROTA DE VEICULOS DESTE MUNICIPIO;Tecnic Hidraulic Ltda Me;15.150.841/0001-52;TERMINO DE PRAZO;14930
000308/2018;001399/2018;13/12/2018;CONTRATACAO ESTIMADA DE SERVICOS DE MANUTENCAO DE VEICULOS E GUINCHO VISANDO O ATENDIMENTO DAS NECESSIDADES PROVENIENTES DA FROTA DE VEICULOS DESTE MUNICIPIO;H.P Meneguitte Peres- Tornearia- Me;25.970.824/0001-15;TERMINO DE PRAZO;1345,5
000307/2018;001399/2018;13/12/2018;CONTRATACAO ESTIMADA DE SERVICOS DE MANUTENCAO DE VEICULOS E GUINCHO VISANDO O ATENDIMENTO DAS NECESSIDADES PROVENIENTES DA FROTA DE VEICULOS DESTE MUNICIPIO;Tracvel Autocenter Ltda-ME;13.134.431/0001-92;TERMINO DE PRAZO;38292,3
000306/2018;001399/2018;13/12/2018;CONTRATACAO ESTIMADA DE SERVICOS DE MANUTENCAO DE VEICULOS E GUINCHO VISANDO O ATENDIMENTO DAS NECESSIDADES PROVENIENTES DA FROTA DE VEICULOS DESTE MUNICIPIO;Johny L. Goncalves - ME;07.714.364/0001-82;TERMINO DE PRAZO;5081
000305/2018;004982/2017;11/12/2018;AQUISICAO DE VEICULOS OKM PARA ATENDIMENTO AS NECESSIDADES DAS SECRETARIAS MUNICIPAIS.;GMFS Comercio de Veiculos LTDA;25.217.002/0001-68;TERMINO DE PRAZO;67000
000304/2018;003904/2018;11/12/2018;CONTRATACAO DE EMPRESA PARA REALIZACAO DE REFORMA NA COBERTURA DA EMEF CORREGO DO MEIO, LOCALIZADA NA ZONA RURAL DO MUNICIPIO DE JERONIMO MONTEIRO-ES.;Treze Material de Const. e Incorporacao Ltda;01.070.171/0001-50;TERMINO DE PRAZO;13369,99
000303/2018;004866/2018;09/12/2018;O presente Contrato tem por objeto a gestao associada de servicos publicos, por meio da prestacao de servicos na area de saude pelo CONTRATADO ao CONTRATANTE, de acordo com a Carteira de Servicos, pactuada na Comissao Intergestores Regional  Sul   CIR Sul;consorcio publico da regiao do polo sul;02.722.566/0001-52;TERMINO DE PRAZO;59562,26
000302/2018;004186/2018;27/11/2018;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA PRESTACAO DE SERVICO DE BUFFET, PARA ATENDER O CRONOGRAMA DE ACOES A SEREM REALIZADAS PELA UNIDADE CRAS, CREAS E SECRETARIA DE ASSISTENCIA SOCIAL EM 2018 E 2019.;Maria Serrat Leite Figueiredo 02256448789;17.000.827/0001-06;TERMINO DE PRAZO;38980
000301/2018;005177/2018;27/11/2018;Contratacao de empresa especializada para informatizacao do processo seletivo objetivando a contratacao em regime de designacao temporaria de profissionais do magisterio habilitados e nao habilitados para compor o cadastro de reserva tecnica para o abo le;Educartic Tecnologia, G. e Inovacao para Educacao;05.026.038/0001-57;TERMINO DE PRAZO;3500
000300/2018;004783/2018;27/11/2018;AQUISICAO DE ONIBUS 0KM PARA TRANSPORTE DE PASSAGEIROS DENTRO DO MUNICIPIO DE JERONIMO MONTEIRO;Manupa Comercio de Equipamentos e Ferramentas EIRE;03.093.776/0005-15;TERMINO DE PRAZO;402000
000299/2018;004878/2017;25/11/2018;CONTRATACAO DE EMPRESA PARA FORNECIMENTO DE MATERIAIS-EQUIPAMENTOS DIVERSOS PARA MANUTENCAO DAS ATIVIDADES DAS SECRETARIAS MUNICIPAIS DESTA PREFEITURA, POR UM PERIODO DE 12 (DOZE) MESES.;C L Costa Comercio e Servicos LTDA ME;17.884.676/0001-98;TERMINO DE PRAZO;8745
000298/2018;002367/2018;22/11/2018;CONTRATACAO DE EMPRESA PARA CONSTRUCAO DE PADRAO DE ENTRADA DE ENERGIA ELETRICA COM FORNECIMENTO DE EQUIPAMENTOS E MATERIAIS NECESSARIOS, PARA A UNIDADE BASICA DE SAUDE DO BAIRRO SANTO ANTONIO, DESTE MUNICIPIO.;Treze Material de Const. e Incorporacao Ltda;01.070.171/0001-50;TERMINO DE PRAZO;11445,99
000297/2018;001011/2018;19/11/2018;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA PRESTACAO DE SERVICO DE TRANSPORTE DE PESSOAS, PARA OS DIVERSOS ATENDIMENTOS DAS SECRETARIAS, PELO PERIODO DE 12 MESES.;Locadora de Veiculos Mello's Ltda;09.196.264/0001-37;TERMINO DE PRAZO;86000
000296/2018;003569/2018;18/11/2018;Aquisicao de relogio de ponto para registro de servidores da Secretaria de Assistencia Social e demais dependencias.;Ebalmaq Comercio Informatica Ltda;27.053.735/0001-30;TERMINO DE PRAZO;20327,67
000295/2018;004263/2018;15/11/2018;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA PRESTACAO DE SERVICOS DE EXECUCAO DE OBRAS DE ASSENTAMENTO DE PEDRA E MEIO FIO, NAS COMUNIDADES RURAIS DE ANDORINHA, BARRA LIMPA E RANCHARIA PERTECENTES AO MUNICCIPIO DE JERONIMO MONTEIRO-ES.;E L A Costrutora Eireli ME;24.604.292/0001-30;TERMINO DE PRAZO;153389,48
000294/2018;005609/2017;07/11/2018;AQUISICAO ESTIMADA DE COMBUSTIVEIS DIVERSOS E ADITIVO ARLA 32 PARA ATENDIMENTO AS ATIVIDADES REALIZADAS PELA SECRETARIA MUNICIPAL POR UM PERIODO DE 12 MESES.;Posto Sete Irmaos Ltda ME;03.619.662/0001-32;TERMINO DE PRAZO;28350
000293/2018;005609/2017;06/11/2018;AQUISICAO ESTIMADA DE COMBUSTIVEIS DIVERSOS E ADITIVO ARLA 32 PARA ATENDIMENTO AS ATIVIDADES REALIZADAS PELA SECRETARIA MUNICIPAL POR UM PERIODO DE 12 MESES.;Posto Sete Irmaos Ltda ME;03.619.662/0001-32;TERMINO DE PRAZO;15000,3
000292/2018;004631/2018;06/11/2018;Adesao a Ata de registro de precos n°009-2018, resultante do pregao eletronico n° 032/2018 da Secretaria de Estado da Saude, do Estado do Tocantins, onde o objeto da referida licitacao visa a aquisicao de veiculos tipo Ambulancias simples remocao.;Inov9 Comercial e Servicos Eirelli - ME;03.478.563/0001-88;TERMINO DE PRAZO;79250
000291/2018;004319/2018;06/11/2018;Adesao a Ata de Registro de Precos 306/2017 do Governo do Estado de Minas Gerais, atraves da Secretaria de Estado de Planejamento e Gestao, onde o objeto visa a Aquisicao de Ambulancias e Veiculos de Servico. O objetivo da referida adesao, e adquirir uma;Mardisa Veiculos S/A;63.411.623/0001-77;TERMINO DE PRAZO;157489
000290/2018;004264/2018;01/11/2018;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA CONSTRUCAO DE CABECAS DE PONTE, SITUADA NA LOCALIDADE DE RANCHARIA, ZONA RURAL DO MUNICIPIO DE JERONIMO MONTEIRO-ES.;Treze Material de Const. e Incorporacao Ltda;01.070.171/0001-50;TERMINO DE PRAZO;65930,01
000289/2018;000773/2018;29/10/2018;AQUISICAO DE LIVROS INFANTIS E INFANTO-JUVENIS PARA ATENDIMENTO AS ESCOLAS DA REDE MUNICIPAL DE ENSINO;Eunice Maria Goncalves de Oliveira - EPP;11.311.279/0001-40;TERMINO DE PRAZO;6661,68
000288/2018;000773/2018;29/10/2018;AQUISICAO DE LIVROS INFANTIS E INFANTO-JUVENIS PARA ATENDIMENTO AS ESCOLAS DA REDE MUNICIPAL DE ENSINO;So Letrinhas Editora e Distribuidora de Livros Eir;30.975.644/0001-66;TERMINO DE PRAZO;17081,22
000287/2018;003791/2018;25/10/2018;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA EXECUCAO DAS OBRAS DE REVITALIZACAO DO PARQUE DE EXPOSICOES  LOURIVAL LOUGON MOULIN , CONFORME CONVENIO Nº 33/2018 FIRMADO COM O GOVERNO DO ESTADO DO ESPIRITO SANTO, ATRAVES DA SECRETARIA DE ESTADO DE SANEAMENTO,;Forteluz contrucoes e servicos;03.520.522/0001-02;Vigente;1977345,67
000286/2018;005609/2017;25/10/2018;AQUISICAO ESTIMADA DE COMBUSTIVEIS DIVERSOS E ADITIVO ARLA 32 PARA ATENDIMENTO AS ATIVIDADES REALIZADAS PELA SECRETARIA MUNICIPAL POR UM PERIODO DE 12 MESES.;Posto Sete Irmaos Ltda ME;03.619.662/0001-32;TERMINO DE PRAZO;7114,3
000285/2018;005609/2017;17/10/2018;AQUISICAO ESTIMADA DE COMBUSTIVEIS DIVERSOS E ADITIVO ARLA 32 PARA ATENDIMENTO AS ATIVIDADES REALIZADAS PELA SECRETARIA MUNICIPAL POR UM PERIODO DE 12 MESES.;Posto Sete Irmaos Ltda ME;03.619.662/0001-32;TERMINO DE PRAZO;70990
000284/2018;004890/2018;15/10/2018;CONTRATACAO DE EMPRESA FORNECEDORA DE PECAS, ACESSORIOS E MATERIAIS ORIGINAIS OU PARALELAS DE 1º LINHA, PARA OS VEICULOS PERTENCENTES A FROTA DESTE MUNICIPIO, conforme especificacoes contidas no Edital de Pregao Presencial nº 000037/2018;Auto Mecanica Andrade Ltda-ME;14.583.473/0001-73;TERMINO DE PRAZO;1000
000283/2018;001893/2017;10/10/2018;AQUISICAO DE ESTANTES, ARMARIOS E EQUIPAMENTOS PARA ATENDIMENTO AS NECESSIDADES DAS SECRETARIAS MUNICIPAIS POR UM PERIODO DE 12 MESES;POLI COMERCIAL LTDA EPP;07.255.426/0001-35;TERMINO DE PRAZO;2815
000282/2018;001067/2018;10/10/2018;CONTRATACAO DE EMPRESA PARA FORNECIMENTO DE MATERIAIS-EQUIPAMENTOS DIVERSOS PARA MANUTENCAO DAS ATIVIDADES DAS SECRETARIAS MUNICIPAIS DESTA PREFEITURA, POR UM PERIODO DE 12 (DOZE) MESES.;Campos e Gomes Ltda ME;17.010.855/0001-04;TERMINO DE PRAZO;2135
000281/2018;004659/2018;09/10/2018;AQUISICAO DE PO DE CAFE DE AGRICULTORES FAMILIARES CADASTRADOS NO PRONAF PARA ATENDIMENTO DAS NECESSIDADES DAS SECRETARIAS MUNICIPAIS;MARIA ENIZETE DO NASCIMENTO SOUZA;***.275.807-**;TERMINO DE PRAZO;6849
000280/2018;005609/2017;09/10/2018;AQUISICAO ESTIMADA DE COMBUSTIVEIS DIVERSOS E ADITIVO ARLA 32 PARA ATENDIMENTO AS ATIVIDADES REALIZADAS PELA SECRETARIA MUNICIPAL POR UM PERIODO DE 12 MESES.;Posto Sete Irmaos Ltda ME;03.619.662/0001-32;TERMINO DE PRAZO;16999,1
