NúmeroDispensa;ModalidadeDispensa;ProcessoDispensa;AberturaDispensa;ObjetoDispensa;Base LegalDispensa;SituaçãoDispensa;ValorDispensa
100120/2017;Dispensa;004166/2017;06/09/2017;Contratacao de empresa para locacao de telao para exposicao de publicidades referentes ao Governo Federal durante a XXIV  Expoagro a ser realizada de 07 a 10 de setembro no parque de exposicoes Lourival Lougon Moulin.  FISCAL DE CONTRATO:  Fiscal: Paulo Goncalves de Carvalho Filho (2751)  Suplente: Samuel Leonardo Costa (0584);Dispensa, Artigo 24, Inciso II;Concluida;2000
100119/2017;Dispensa;003943/2017;01/09/2017;Aquisicao de fornecimento estimado de lanches e refrigerantes para atender os Policiais Militares que estarao a servico durante os festejos da XXIV Expoagro de Jeronimo Monteiro, que se realizara nos dias 07, 08, 09 e 10 de setembro de 2017. Os produtos deverao ser entregues as 24 horas dos dias acima descritos, na tenda da Policia Militar.    FISCAIS DE CONTRATO:   Titular: Jose Henrique da Silva, N° Func. 1054.  Suplente: Paulo Goncalves de Carvalho Filho,  N° Func.  2751.;Dispensa, Artigo 24, Inciso II;Concluida;1900
100118/2017;Dispensa;003268/2017;20/09/2017;"Aquisicao via Dispensa de Licitacao de balanca comercial digital industrial com recurso do Produtor Rural.  Tal solicitacoe se faz considerando programa de ""Compra Direta de Alimentos - CDA"" da Secretaeria de Acao Social, que ira adquirir generos alimenticios dos produtore rurais deste Municipio, sendo necessaria uma balanca para pesagem destes alimentos no momento da entrega.";artigo 24, inciso II;Concluida;1480
100117/2017;Dispensa;003831/2017;29/08/2017;Contratacao de empresa para emissao de certificado digital e-CNPJ  e CPF para utilizacao na gestao municipal para assinatura de relatorios e movimentacoes digitais administrativas diversas conforme relacao a seguir.;Dispensa, Artigo 24, Inciso II;Concluida;910
100116/2017;Inexigibilidade;003780/2017;01/09/2017;Contratacao de show nacional a dupla Carlos & Jader para ser realizado no dia 07 de setembro do corrente ano, como parte da programacao oficial da XXIV Expoagro de Jeronimo Monteiro - ES que acontecera de 07 a 10 de setembro, no parque de exposicoes Lourival Lougon Moulin.;Inixigibilidadae, Artigo 25, Inciso III;Concluida;50000
100116/2017;Dispensa;003867/2017;21/08/2017;Aquisicao de vidro fume para reposicao das partes externas do predio desta prefeitura, tendo em vista que alguns vidros se encontram quebrados e outros muito trincados, comprometendo a seguranca da parte interna do predio.;Dispensa, Artigo 24, Inciso II;Concluida;1160
100115/2017;Compra Direta;003243/2017;12/07/2017;Aquisicao estimada de material de expediente, considerando a necessidade de reposicao do estoque do Almoxarifado para atendimentos das demandas desta secretaria.;Dispensa, Artigo 24, Inciso II;Concluida;4520,85
100110/2017;Dispensa;003077/2017;04/07/2017;Aquisicao de materiais esportivos via Dispensa de Licitacao destinados a desenvolvimento de treinamento funcional por esta Secretaria Municipal de Cultura, Turismo e Esporte. Os materiais deverao ser entregues no almocharifado deste Paco Municipal em ate 05 dias uteis apos a emissao de Autorizacao de Fornecimento por este Setor de Compras.    Fiscais do Contrato   Titular: Edyanne Gussani de Avelar, Nº Fun. 2873  Suplente: Luana Cateim da Silva, Nº Fun. 2760;Dispensa, Artigo 24, Inciso II;Concluida;575
100106/2017;Inexigibilidade;002813/2017;21/06/2017;Conserto em motoniveladora RG14 pertencente a esta secretaria, de acordo com documentos em anexo.;Inixigibilidadae, Artigo 25, Inciso I;Concluida;3479,8
100090/2017;Dispensa;002408/2017;23/05/2017;Aquisicao de generos alimenticios, carnes, via Dispensa de Licitacao, para atender a casa de passagem.;artigo 24, inciso II;Concluida;1178,4
100089/2017;Dispensa;001436/2017;23/05/2017;Contratacao de empresa para prestacao de servico de Cronometragem de corrida da laranja, a se realizar no dia 30 nde julho do corrente ano.     Fiscais do Contrato.  Titular: Edyanne Gussane de Avelar, Nº Fun. 2873  Suplente: Nagibi Moreira da Silva, Nº Fun. 2775;artigo 24, inciso II;Concluida;4000
100088/2017;Dispensa;002381/2017;22/05/2017;"Solicito a aquisicao de 500 camisas para o CRAS, sendo 250 destinadas a realizacao da Acao de Conscientizacao Social  ""Dia Mundial de Combate a Violencia contra as pessoas Idosas"", na qual sera realizada no dia 14 de junho de 2017 e 250 destinadas a realizacao da Acao de Conscientizacao Social ""Dia Internacional de Combate a violencia contra as Mulheres, na qual se realizara dia 25 de novembro de 2017.";Dispensa, Artigo 24, Inciso II;Concluida;4975
100087/2017;Dispensa;002224/2017;12/05/2017;Aquisicao de marmitex a ser fornecido a servidores que estarao trabalhando na Campanha de Vacinacao contra Gripe que ocorrera no dia 13 de maio do corrente ano.;artigo 24, inciso II;Concluida;144
100084/2017;Dispensa;002176/2017;10/05/2017;Aquisicao de faixas e baners a serem usados em divulgacao e caracterizacao de passeata a se realizar no dia 26 de maio, alusiva a questoes ambientais e cultura da paz.   O conteudo das faixas e baners sera passado para empresa juntamente da Autorizacao de Fornecimento.;artigo 24, inciso II;Concluida;1125
100082/2017;Dispensa;002155/2017;12/05/2017;CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE AFERICAO DE TACOGRAFOS DE VEICULOS DA SECRETARIA MUNICIPAL DE EDUCACAO, DESTINADOS AO TRANSPORTE ESCOLAR, conforme especificacoes contidas no Processo Administrativo n° 2155/2017.;artigo 24, inciso II;Concluida;6698,13
100081/2017;Dispensa;001496/2017;03/05/2017;Aquisicao de carimbos visando identificacao de Secretario e servidores que irao desempenhar funcoes administrativas na atual gestao, para assinatura de documentos publicos desta Secretaria tendo em vista que novos decretos foram publicados.;artigo 24, inciso II;Concluida;225
100080/2017;Dispensa;001410/2017;03/05/2017;Aquisicao de caixas plasticas vazadas de supermercado para atender ao programa de aquisicao de alimentos (PAA) desenvolvido pela Secretaria Municipal de Desenvolvimento Social juntamente com a CONAB.;artigo 24, inciso II;Concluida;2072,5
100079/2017;Dispensa;002148/2017;08/05/2017;Aquisicao de materiais, via dispensa de licitacao,  para reparos necessarios em bebedouros e purificadores desta Secretaria e Escolas Municipais. Considerando que  e de suma importancia a manutencao dos mesmos a fim de manter em boa qualidade a agua que esta sendo servida aos alunos, professores e demais servidores que atuam nestas escolas e Secretaria.;artigo 24, inciso II;Concluida;7325
100077/2017;Dispensa;001453/2017;04/05/2017;Contratacao de empresa especializada para realizacao de seguro no veiculo Fiat Grand Siena pertencente a Secretaria Municipal de Assistencia Social.;artigo 24, inciso II;Concluida;1651,21
100071/2017;Dispensa;002544/2017;26/06/2017;Contratacao de empresa especializada para a locacao de maquina escavadeira hidraulica tipo Pokan para escavacao de foco em area licenciada pelo IEMA, para deposicao de lixo seco, resultante da limpeza da cidade.;Dispensa, Artigo 24, Inciso II;Concluida;6400
100070/2017;Dispensa;002613/2017;07/06/2017;Solicito a aquisicao de passagem aerea em nome do Prefeito Municipal Sergio Farias Fonseca, com destino  Brasilia - DF entre os dias 20-06 e 22-06 com objetivo a captacao de recursos juntamente aos ministerios Federais para o Municipio de Jeronimo Monteiro.;Dispensa, Artigo 24, Inciso II;Concluida;715,46
100069/2017;Dispensa;001925/2017;25/04/2017;Aquisicao de pneus dianteiros para substituicao nos veiculos de placa  OVK-0990 e  OCV-4409 que atendem aos servicos essenciais da Secretaria Municipal de Desenvolvimento  Urbano, Obras Publicas e Transportes, no que diz ao recolhimento do lixo e da limpeza das ruas.  Ressaltamos que houve licitacao para o referido objeto, sendo a mesma revogada.  Considerando que o setor agiuarda novas cotacoes, o prazo para nova licitacao pode ultrapassar 30 dias.   Tal pedido se faz em carater de emergencia, considerando a impossibilidade de continuidade das atividades.;Dispensa, Artigo 24, Inciso II;Concluida;5222
100068/2017;Dispensa;001475/2017;24/04/2017;Aquisicao de materiais de construcao mediante Dispensa de Licitacao para reparos diversos realizados por esta Secretaria. Informamos que o material sera entregue em fornecimento unico.;artigo 24, inciso II;Concluida;2704,79
100068/2017;Compra Direta;000047/2017;24/07/2017;AQUISICAO DE SMARTPHONE PARA COORDENADORIA MUNICIPAL DE PROTECAO E DEFESA CIVIL DESTE MUNICIPIO, PARA IMPLANTACAO DE ALERTA E EVENTOS NATURAIS, JUNTO A POPULACAO ASSISTIDA.;Dispensa, Artigo 24, Inciso II;Concluida;870
100067/2017;Dispensa;000958/2017;20/04/2017;Aquisicao de materiais de construcao mediante Dispensa de Licitacao para reparos diversos realizados por esta Secretaria. Informamos que o material sera entregue em fornecimento unico.;artigo 24, inciso II;Concluida;3809,91
100063/2017;Dispensa;001050/2017;11/04/2017;Contratacao de cartorio para lavratura de escritura publica de compra e venda do imovel situado na avenida Dr. Jose Farah de propriedade da Cooperativa Laticinios Cachoeiro de Itapemirim Ltda - Selita, para atender requisitos da Caixa Economica Federal para efetivacao do convenio n°1032091-53 de adequacao de predio para museu, biblioteca e arquivo municipal.;Dispensa, Artigo 24, Inciso II;Concluida;5300
100062/2017;Dispensa;001643/2017;07/04/2017;Aquisicao de taloes de autorizacao de abastecimento, os referidos taloes servem para liberacao de abastecimento de veiculos deste Municipio de Jeronimo Monteiro,  tendo em vista o controle de abastecimento por parte das Secretarias Municipais.;artigo 24, inciso II;Concluida;950
100060/2017;Dispensa;003731/2016;04/04/2017;Contratacao de profissional para prestacao de atendimento odontologico/ortodontico, tomando as devidas providencias para atender a Acao Civil Publica - 1690.;artigo 24, inciso II;Concluida;1925,24
100058/2017;Dispensa;001218/2017;31/03/2017;Em Anexo no oficio da Secretaria Solicitante as folhas 01 e 02 deste processo.    Fiscais do contrato  Titular: Ruth de Carvalho, Nº Fun. 2762  Suplente: Mauricio Gazoni, Nº Fun. 2761;Dispensa, Artigo 24, Inciso IV;Concluida;22200
100057/2017;Dispensa;000814/2017;22/02/2017;Contratacao de empresa para  prestacao de servico especializado em manutencao na impressora  HP Pro 200 que se encontra no Setor de Licitacao desta Prefeitura.  Informamos que a impressora e a unica que se encontra no Setor e tambem e de suma importancia para os trabalhos realizados diariamente.   Atualmente os servidores estao imprimindo em outros setores proximos, o que tem atrasado muito o desenvolvimento das atividades;Dispensa, Artigo 24, Inciso II;Concluida;200
100056/2017;Dispensa;001435/2017;30/03/2017;"Contratacao de empresa em carater emergencial para prestacao de servicos, sendo, rocada da sede a localidade de oriente, no trecho ""Caminhos do Campo"", da ponte do Rio Norte ate a divisa do municipio (localidade de Jacu) e localidade de Sta. Maria do Norte.";artigo 24, inciso II;Concluida;7730
100055/2017;Dispensa;001365/2017;28/03/2017;Contratacao de empresa para inspecao veicular com emissao de laudo para credenciamento/ atualizacao de frota junto ao DETRAN-ES. Verificacao de condicoes como, freios, suspensao, direcao, carroceria. Para veiculos destinados ao Transporte escolar, tendo em vista a obrigatoriedade dos veiculos possuirem o referido cadastro atualizado.;artigo 24, inciso II;Concluida;4617,8
100054/2017;Dispensa;001406/2017;27/03/2017;Aquisicao de unidade de imagem para a impressora Samsung SCX6555 pertencente a esta secretaria tendo em vista que a referida impressora se encontra com seu uso comprometido pois esta sem sua unidade de imagem.;Dispensa, Artigo 24, Inciso II;Concluida;2370
100053/2017;Dispensa;001347/2017;23/03/2017;Contratacao de empresa especializada para instalacao de divisoria no predio da Secretaria Municipal de Educacao, tal solicitacao se faz visando criar uma sala de almoxarifado para esta Secretaria de Educacao, uma vez que ate o presente momento os materiais desta secretaria estao sendo armazenados no Almoxarifado do Paco Municipal.;artigo 24, inciso II;Concluida;1317,2
100052/2017;Dispensa;001248/2017;20/03/2017;Contratacao de empresa especializada para a prestacao de servico de renovacao dos certificados de vistoria do DERTES, tendo em vista a obrigatoriedade dos  veiculos do transporte escolar possuirem o referido certificado, e serem vistoriados por um engenheiro mecanico cadastrado no DER-ES. Mais informacoes em anexo no Oficio da Secretaria Solicitante.    Fiscais do Contrato  Titular: Darlezia Maria Aleixo da Silva, Nº Fun. 2049  Suplente: Veronica da Fonseca Almeida, Nº Fun. 2752;artigo 24, inciso II;Concluida;3897,08
100049/2017;Dispensa;001212/2017;20/03/2017;Aquisicao de Central PABX para atender ao predio central desta Secretaria Municipal de Educacao. Tal solicitacao se faz considerando aque neste predio existem varios setores que precisam de telefone para desempenhar suas funcoes e que a Central que atendia a este predio estragou e nao possui conserto.;artigo 24, inciso II;Concluida;1450
100048/2017;Dispensa;001137/2017;15/03/2017;Contratacao de empresa para prestacao de servico de manutencao corretiva em impressora HP 1102 pertencente a esta Secretaria. Tal solicitacao se faz considerando que a mesma encontrava-se parada no almoxarifado sem condicoes de uso, mesmo estando em bom estado, necessitando apenaz de reparos.;Dispensa, Artigo 24, Inciso II;Concluida;665
100046/2017;Dispensa;001116/2017;20/03/2017;Contratacao de empresa especializada para prestacao de servico de plotagem e Impressao de plantas e projetos arquitetonicos.    Fiscais do contrato:  Titular: Lucas Mire Mofati, Nº Fun. 1912  Suplente: Victor Rossi de Oliveira, Nº Fun. 2274;Dispensa, Artigo 24, Inciso II;Concluida;5150
100045/2017;Dispensa;001051/2017;09/03/2017;Aquisicao de materiais de expediente para Servico de Convivencia e  Fortalecimento de Vinculos - SCFV;Dispensa, Artigo 24, Inciso II;Concluida;483,4
100044/2017;Dispensa;000348/2017;26/03/2017;Contratacao de empresa para prestacao de servico com fornecimento de materiais, objetivando manutencao, reparos e reposicao de pecas em carater emergencial, com  dispensa de licitacao, enquanto se aguarda abertura de processo licitatorio.;Dispensa, Artigo 24, Inciso II;Concluida;7620
100043/2017;Dispensa;000959/2017;06/03/2017;Contratacao, com dispensa de licitacao, de empresa especializada para prestacao de servico de mecanica com fornecimento de pecas para reparo em veiculo Fiat Linea deste gabinete. Uma vez que o mesmo apresentou problemas referente a parte de suspensao e freio.;Dispensa, Artigo 24, Inciso II;Concluida;1562
100042/2017;Dispensa;000986/2017;07/03/2017;Passagem aerea para o Prefeito Municipal Sergio Farias Fonseca com destino a Brasilia-DF no dia 21 de marco para visitacao em reuniao com os senadores Ricardo Ferraco e Rose de Freitas e com o deputado federal Lelo Coimbra, para captacao de recursos para o municipio.;Dispensa, Artigo 24, Inciso II;Concluida;793,89
100041/2017;Dispensa;000908/2017;03/03/2017;"Contratacao de servicos de mecanica com fornecimento de pecas para manutencao corretiva em ""Caminhao Pipa"", Ford Cargo 1721 Placa MTP-3354.";Dispensa, Artigo 24, Inciso II;Concluida;7484,7
100040/2017;Dispensa;000825/2017;23/02/2017;Solicito a aquisicao de fechaduras com espelho para portas de aluminio, considerando que as fechaduras desta Prefeitura se encontram danificadas e muitas portas na atual gestao estao sem chaves.;Dispensa, Artigo 24, Inciso II;Concluida;940
100039/2017;Dispensa;000748/2017;16/02/2017;"Contratacao de servicos de mecanica com fornecimento de pecas para manutencao corretiva em ""Caminhao Pipa"", Ford Cargo 1721 Placa MTP-3354.";Dispensa, Artigo 24, Inciso II;Concluida;2621,5
100038/2017;Dispensa;000714/2017;14/02/2017;Aquisicao de bobina de papel para Relogio de Ponto Biometrico localizado no Predio Central desta Prefeitura.;Dispensa, Artigo 24, Inciso II;Concluida;252
100037/2017;Dispensa;000710/2017;14/02/2017;Aquisicao de produtos para distribuicao aos participantes do evento beneficente a Casa de Amparo, no dia 19 de marco de 2017, com o objetivo de aquisicao de fralda geriatrica para os assistidos por aquela entidade.;Dispensa, Artigo 24, Inciso II;Concluida;874,2
100036/2017;Dispensa;000707/2017;14/02/2017;Aquisicao de leitor de codigo de barras para Biblioteca Municipal, tendo em vista o controle de entrada e saida dos livros a serem emprestados aos Municipes.;Dispensa, Artigo 24, Inciso II;Concluida;145,9
100035/2017;Dispensa;000470/2017;01/02/2017;Contratacao de empresa para fornecimento de pecas para manutencao do PABX e prestacao de servicos de instalacao de configuracao do mesmo.  Tal contratacao faz-se necessaria, uma vez que a placa e a fonte queimaram paralisando todas as linhas telefonicas ligadas ao PABX, ficando a Prefeitura toda com apenas dois telefones funcionando, atrasando assim o andamento dos servicos que necessitam deste meio.;Dispensa, Artigo 24, Inciso II;Concluida;1360
100025/2017;Dispensa;000510/2017;02/02/2017;Aquisicao de materiais escolar em carater de urgencia para atender as necessidades dos internos da casa de passagem desta municipalidade.;Dispensa, Artigo 24, Inciso II;Concluida;2468,2
100024/2017;Dispensa;000205/2017;02/02/2017;Solicito a aquisicao de uma peca para o relogio registrador de ponto eletronico pertencente a esta secretaria, tendo em vista que o mesmo queimou devido a uma descarga eletrica.;Dispensa, Artigo 24, Inciso II;Concluida;540
100019/2017;Dispensa;000326/2017;09/02/2017;contratacao emergencial de empresa para fornecimento estimado de impressos, objetivando atender a secretaria Municipal de Saude, por um periodo de ate 60 (sessenta) dias, enquanto se aguarda abertura de processo licitatorio, que ja se encontra em programacao com todas as secretarias envolvidas para todo o exercicio de 2017.  MODALIDADE:Dispensa de licitacao  PRAZO DE EXECUCAO: 02 meses  PRAZO DE ENTREGA: Em ate 05 dias apos a emissao da Autorizacao de Fornecimento  ENTREGA: Almoxarifado da Secretaria Municipal de Saude  FISCAL:                                                               FISCAL SUPLENTE:;Dispensa, Artigo 24, Inciso II;Concluida;3368,98
100017/2017;Dispensa;003335/2017;20/07/2017;Contratacao de empresa para prestacao de servico com fornecimento de peca em impressora HP M521DN, da secretaria de Planejamento, sendo: manutencao e relubrificacao da unidade fusora com troca da tampa do scaner. Ressaltamos que a contratacao podera se tratar de dispensa de licitacao, visto urgencia do reparo do equipamento para continuidade das atividades da mencionada Secretaria e ainda pelo fato do valor contrado neste exercicio nao ter atingido R$ 8.000,00.;Dispensa, Artigo 24, Inciso II;Concluida;420
100010/2017;Dispensa;000141/2017;22/01/2017;Solicito a contratacao de empresa para realizacao de evento de abertura do ano letivo com toda a equipe de servidores da educacao no dia 03 de fevereiro, onde propomos uma palestra com profissional qualificado. Vale ressaltar que os referidos orcamentos foram realizados pela secretaria solicitante.;Dispensa, Artigo 24, Inciso II;Concluida;4500
100009/2017;Dispensa;002009/2017;28/04/2017;Contratacao de empresa para prestacao de servicos de manutencao corretiva em impressoras desta Secretaria.;artigo 24, inciso II;Concluida;1380
100008/2017;Dispensa;000849/2017;15/03/2017;Contratacao de empresa especializada em carater emergencial, mediante Dispensa de Licitacao para prestacao de servico de manutencao corretiva em caminhao do lixo desta secretaria.;artigo 24, inciso II;Concluida;7938
100007/2017;Dispensa;000140/2017;09/01/2017;Aquisicao de herbicida glifosato e equipamentos de protecao individual para o manuseio e aplicacao do mesmo nas estradas vicinais do Municipio de Jeronimo Monteiro. A referida acao visa melhorar nossas vias de acesso ao interior do municipio, proporcionando seguranca para os condutores dos veiculos motorizados, tendo em vista que a nao retirada do mato em excesso atrapalha na visibilidade das pistas e compromete as margens das mesmas, podedo assim ocasionar alguns acidentes.;Dispensa, Artigo 24, Inciso II;Concluida;1578,9
100006/2017;Compra Direta;000129/2017;09/01/2017;Aquisicao de piso ceramico e outros para assentamento  na atual Sala de Reunioes no predio da Prefeitura, tendo em vista que o local se encontra praticamente sem o revestimento solicitado, conforme foto anexa e ainda pelo fato do referido local ser utilizado para instalacao da Secretaria de Planejamento.;Dispensa, Artigo 24, Inciso II;Concluida;338,6
100004/2017;Dispensa;000086/2017;08/01/2017;"Solicito a contratacao de empresa especializada para efetuar os servicos de lavagem dos veiculos; vale ressaltar que a referida contratacao sera em carater emergencial tendo em vista que atualmente nao existe nenhuma empresa contratada para este fim, tendo em vista que a mesma se faz necessaria para a higiene dos veiculos neste inicio de exercicio. Por se tratar de uma contratacao emergencial, a quantidade sera de forma estimada. EM ANEXO.  MODALIDADE: Dispensa de Licitacao  PRAZO DE EXECUCAO: ESTIMADO EM 60 DIAS  PRAZO DE EXECUCAO DO SERVICO:24 horas apos emissao da ordem  FISCAL:Mauricio Gasoni   FISCAL SUPLENTE: Ruth Carvalho de Paula";Dispensa, Artigo 24, Inciso II;Concluida;20480
000396/2017;Inexigibilidade;000916/2017;16/03/2017;Pagamento de inscricao em XII Forum Estadual Ordinario de Educacao, da Uniao dos Dirigentes de Educacao do Espirito Santo - Undime.;Inixigibilidadae, Artigo 25, Inciso I;Concluida;290
000395/2017;Dispensa;000981/2017;20/03/2017;Solicito a aquisicao do Software da empresa Publidata Informatica Ltda-ME, para elaboracao da Lei das Diretrizes Orcamentarias (LDO) para o exercicio de 2018, que tem que ser entregue a Camara Municipal ate o dia 15 de abri de abril de 2017.;Dispensa, Artigo 24, Inciso II;Concluida;1600
000387/2017;Dispensa;000844/2017;20/03/2017;Solicito a revisao de 100.000 Km no veiculo Fiat Grand Siena Essence 1.6 pertencente a secretaria Municipal de Desenvolvimento Social.;Dispensa, Artigo 24, Inciso XVII;Concluida;1905,26
000337/2017;Dispensa;000469/2017;16/02/2017;Solicito a revisao programada de 95.000 Km do veiculo Fiat Palio Attractive 1.0 placa OVK-6897 pertencente a Secretaria Municipal de Desenvolvimeno Social.;Dispensa, Artigo 24, Inciso XVII;Concluida;1500,27
000335/2017;Inexigibilidade;000363/2017;25/01/2017;Contratacao da empresa PME Maquinas e Equipamentos Ltda com dispensa de licitacao para fornecimento de pecas e execucao dos servicos dispostos em orcamento anexo. Ressaltamos que a mencionada empresa e autorizada do equipamento Motoniveladora/RG14, conforme documentos que seguem neste. Segue ainda copias extraidas do Processo nº 056/2017, que originou a visita tecnica neste municipio.  Salientamos a urgencia no reparo do equipamento, uma vez que os demais equipamentos que realizam servico da mesma natureza tambem se encontram danificados, sem possibilidade de uso.;Inixigibilidadae, Artigo 25, Inciso I;Concluida;4442,52
000334/2017;Dispensa;000056/2017;23/01/2017;Prestacao de servicos, sendo, contratacao da empresa PME Maquinas e Equipamentos Ltda, autorizada do equipamento Motoniveladora/RG14, para fins de vistoria, considerando Laudo Mecanico em anexo, emitido por servidor do setor deste Municipio.  Solicitamos analise quanto a possibilidade da contratacao emergencial da autorizada dos servicos, considerando a urgencia no reparo do equipamento, uma vez que os demais equipamentos que realizam servico da mesma natureza tambem se encontram danificados, muitos sem possibilidade de uso.;Dispensa, Artigo 24, Inciso XVII;Concluida;2396,45
000333/2017;Dispensa;000121/2017;17/01/2017;Solicito a revisao programada de 90.000Km do veiculo Fiat Palio Attractive 1.0 placa OVK-6897 pertencente a esta secretaria. A revisao sera feita na empresa Podium Veiculos Ltda Cachoeiro, empresa autorizada.;Dispensa, Artigo 24, Inciso XVII;Concluida;1693,16
000331/2017;Dispensa;000122/2017;17/01/2017;Solicito a revisao programada de 95.000Km do veiculo Fiat Grand Siena Essence 1.6 placa OVK-6895 pertencente a esta secretaria. A revisao sera feita na empresa Podium Veiculos Ltda Cachoeiro, empresa autorizada.;Dispensa, Artigo 24, Inciso XVII;Concluida;369,17
000071/2017;Dispensa;002986/2017;07/07/2017;Aquisicao de pacote de viagem para participacao do Secretario Municipal de Saude do Municipio Jose Maria Justo no XXXIII CONGRESSO DIALOGOS NO COTIDIANO DA GESTAO MUNICIPAL DO SUS que ira acontecer entre os dias 12 a 15 de julho do corrente ano na cidade de Brasilia - DF.;Dispensa, Artigo 24, Inciso II;Concluida;2100
000060/2017;Dispensa;001544/2017;04/04/2017;Contratacao de empresa para prestacao de servico de manutencao corretiva em impressoras desta Secretaria.;artigo 24, inciso II;Concluida;720
000035/2017;Dispensa;000312/2017;12/02/2017;Aquisicao de carimbos visando identificacao de Secretario e servidores que irao desempenhar funcoes administrativas na atual gestao, para assinatura de documentos publicos desta Secretaria.;Dispensa, Artigo 24, Inciso II;Concluida;150
000030/2017;Dispensa;000526/2017;05/02/2017;Aquisicao de Leite AR para menor residente na Casa de Passagem em atendimento a receita medica anexa a este Processo. Em atendimento ao solicitado atraves do Oficio Nº 33/2017 da Secretaria Municipal de Desenvolvimento Social.;Dispensa, Artigo 24, Inciso II;Concluida;1694,8
000026/2017;Dispensa;000471/2017;01/02/2017;Aquisicao de marmitex e refrigerante a serem fornecidos aos servidores que estarao trabalhando na campanha de vacinacao contra a febre amarela, que sera realizada nos dias 04 e 11 de fevereiro do corrente ano.   Ficha Informada pela Secretaria: 79-12010000;Dispensa, Artigo 24, Inciso II;Concluida;668
000024/2017;Dispensa;000468/2017;01/02/2017;Aquisicao de produtos para confeccao de lanches a serem fornecidos aos servidores que estarao trabalhando na campanha de vacinacao contra a febre amarela, que sera realizada nos dias 04 e 11 de fevereiro do corrente ano.;Dispensa, Artigo 24, Inciso II;Concluida;61,49
000024/2017;Compra Direta;000508/2017;02/02/2017;"Solicito aquisicao de  fragmentadora, sendo uma para atender a demanda do setor de licitacao e outra para atender a demanda dos demais setores desta Prefeitura; considerando a importancia de descartar documentos com maior seguranca";Dispensa, Artigo 24, Inciso II;Concluida;5220
000022/2017;Dispensa;000449/2017;31/01/2017;"Contratacao de empresa com dispensa de licitacao, para efetuar reparo em freezer horizontal H500 de duas portas, pertencente ao EMEF ""Andre Altoe"". Tal solicitacao se faz em carater emergencial considerando o inicio do ano letivo, e ainda o fato do Municipio nao possuir outros equipamentos semelhantes para substituicao.";Dispensa, Artigo 24, Inciso II;Concluida;90
000020/2017;Dispensa;000381/2017;29/01/2017;"Contratacao de empresa com dispensa de licitacao, para efetuar reparo em freezer horizontal H500, pertencente ao CEMEI ""Sonho de Viver""";Dispensa, Artigo 24, Inciso II;Concluida;250
000019/2017;Dispensa;000378/2017;29/01/2017;Passagem aerea para o Prefeito Municipal Sergio Farias Fonseca com destino a Brasilia-DF no dia 31-01-2017 para visita no Ministerio das Cidades juntamente com alguns prefeitos de outros municipios e alguns deputados com objetivo de captar recursos para o Municipio de Jeronimo Monteiro, bem como expor os atuais problemas.;Dispensa, Artigo 24, Inciso II;Concluida;1900,65
000013/2017;Dispensa;000309/2017;25/01/2017;"Solicito a aquisicao de Instrumentos Musicais para  ""Bloco Carnavalesco Unidos da Rua de Cima"".  O carnaval e uma festa ja tradicional em todo pais, tanto como fonte geradora de renda como oportunidade de lazer popular a todo cidadao. A realizacao dessa despesa justifica-se pela competencia do Municipio no sentido de proporcionar oportunidades de lazer gratuito, seguro e de qualidade a todos os cidadaos, alem da possibilidade de gerar fonte alternativa e incremental de renda ao comercio local por meio da grande movimentacao adicional de pessoas no periodo do carnaval .  MODALIDADE: Dispensa de Licitacao  PRAZO DE ENTREGA: Em ate 05 dias apos a emissao da Autorizacao de Fornecimento  ENTREGA: Almoxarifado da Prefeitura   FISCAL: Gislaine Carrari Porto                                                         FISCAL SUPLENTE: Fernanda Samora Dias Borges";Dispensa, Artigo 24, Inciso II;Concluida;2247,5
000012/2017;Dispensa;000312/2017;23/01/2017;Aquisicao estimada de carimbos visando identificacao de Secretario e servidores que irao desempenhar funcoes administrativas na atual gestao, para assinatura de documentos publicos desta Secretaria.;Dispensa, Artigo 24, Inciso II;Concluida;1000
000011/2017;Dispensa;000310/2017;23/01/2017;"Aquisicao de pecas ""pontas de dentes"" para reposicao em maquinas desta Secretaria. Tendo em vista que duas maquinas estao inativas por falta de reposicao das citadas pecas. Informo que tais maquinas sao necessarias para recuperacao das estradas vicinais do municipio e limpeza das vias publicas.";Dispensa, Artigo 24, Inciso II;Concluida;1536
000010/2017;Dispensa;000269/2017;22/01/2017;Aquisicao de ventiladores para as escolas do sistema Minicipal de Ensino. Visando adequar o ambiente escolar para o inicio do Ano Letivo, melhorando as condicoes de trabalho para Professores e alunos.;Dispensa, Artigo 24, Inciso II;Concluida;2090
000008/2017;Dispensa;000206/2017;16/01/2017;Solicito a aquisicao  de Certificado Digital CPF para a utilizacao do Gestor do Fundo Municipal de Saude na assinatura de relatorios eletronicos, movimentacoes bancarias e arquivos contabeis diversos.;Dispensa, Artigo 24, Inciso II;Concluida;1608,8
000005/2017;Dispensa;000117/2017;09/01/2017;Aquisicao de Licenca de Uso de Sistema Audatex pelo periodo de 12 meses.;artigo 24, inciso II;Concluida;7992
